Date,Open,High,Low,Close,Adj Close,Volume
2016-11-01,63.009998,69.449997,62.580002,68.900002,67.144127,20461100
2016-12-01,69.220001,77.290001,68.410004,73.889999,72.269569,16597800
2017-01-01,73.680000,79.760002,72.540001,79.620003,77.873917,13205100
2017-02-01,79.760002,81.360001,76.750000,78.050003,76.338348,36755000
2017-03-01,78.669998,81.320000,77.680000,81.070000,79.292114,28467600
2017-04-01,81.029999,84.629997,80.000000,82.410004,80.861748,18745300
2017-05-01,82.620003,86.889999,82.099998,86.370003,84.747345,32255300
2017-06-01,86.779999,91.800003,86.099998,91.400002,89.942337,23228000
2017-07-01,91.830002,94.699997,91.120003,94.529999,93.022415,14761300
2017-08-01,94.809998,101.349998,92.199997,100.889999,99.280983,19723600
2017-09-01,100.610001,108.260002,100.519997,107.629997,106.199257,27616100
2017-10-01,107.919998,113.379997,107.480003,113.059998,111.557076,17366800
2017-11-01,113.690002,125.040001,109.839996,123.430000,121.789230,20793200
2017-12-01,124.419998,128.320007,121.269997,124.589996,123.208893,25379100
2018-01-01,124.879997,138.539993,120.349998,134.389999,132.900253,18836800
2018-02-01,134.169998,136.940002,96.809998,112.010002,110.768341,48600700
2018-03-01,111.629997,124.559998,110.699997,114.099998,112.835182,28404200
2018-04-01,114.080002,115.129997,104.330002,106.779999,105.851463,20562900
2018-05-01,106.389999,109.550003,97.230003,97.559998,96.711639,28671700
2018-06-01,98.849998,107.669998,97.550003,104.070000,103.447113,24453600
2018-07-01,103.379997,106.169998,94.000000,97.129997,96.548645,13545000
2018-08-01,97.070000,103.970001,91.099998,100.800003,100.196693,19887900
2018-09-01,100.660004,109.120003,95.570000,95.959999,95.679993,16520900
2018-10-01,95.500000,114.599998,93.760002,112.849998,112.520706,21477100
2018-11-01,113.669998,115.110001,104.540001,107.620003,107.305977,17033900
2018-12-01,107.720001,109.250000,87.870003,97.830002,97.830002,16879100
2019-01-01,95.940002,99.470001,89.540001,93.269997,93.269997,15615000
2019-02-01,92.900002,99.430000,92.150002,95.910004,95.910004,16571100
2019-03-01,96.150002,98.360001,89.529999,95.440002,95.440002,17955100
2019-04-01,95.449997,102.480003,94.029999,101.610001,101.610001,11390300
2019-05-01,101.230003,109.669998,99.809998,108.540001,108.540001,16810800
2019-06-01,108.250000,112.910004,103.459999,103.629997,103.629997,14580100
2019-07-01,104.680000,115.919998,104.250000,109.309998,109.309998,11154100
2019-08-01,109.110001,122.879997,108.099998,119.160004,119.160004,14511300
2019-09-01,117.120003,120.349998,109.199997,114.910004,114.910004,14390700
2019-10-01,115.279999,118.449997,112.190002,115.150002,115.150002,12394100
2019-11-01,119.470001,124.879997,112.449997,118.900002,118.900002,15347000
2019-12-01,118.040001,121.849998,114.139999,120.000000,120.000000,12736400
2020-01-01,119.699997,124.190002,114.449997,123.220001,123.220001,13107000
2020-02-01,124.000000,127.930000,111.860001,114.000000,114.000000,16519600
2020-03-01,112.419998,121.089996,72.010002,89.250000,89.250000,32279900
2020-04-01,86.400002,104.389999,84.919998,99.379997,99.379997,22628000
2020-05-01,98.989998,106.459999,92.029999,106.459999,106.459999,14302100
2020-06-01,106.610001,107.120003,90.860001,93.279999,93.279999,19173500
2020-07-01,93.449997,97.790001,85.540001,87.699997,87.699997,16041900
2020-08-01,86.919998,94.269997,85.000000,91.790001,91.790001,17192300
2020-09-01,91.199997,92.160004,83.790001,87.739998,87.739998,18780400
2020-10-01,88.500000,89.370003,77.629997,81.290001,81.290001,21216600
2020-11-01,82.000000,94.519997,82.000000,91.320000,91.320000,16288200
2020-12-01,91.709999,94.000000,84.650002,93.120003,93.120003,16729100
2021-01-01,92.889999,101.599998,90.169998,91.730003,91.730003,13615900
